tilpro-and
1000	0.000011
2000	0.000010
3000	0.000013
4000	0.000015
5000	0.000014
6000	0.000013
7000	0.000015
8000	0.000015
9000	0.000025
10000	0.000016
11000	0.000017
12000	0.000016
13000	0.000017
14000	0.000016
15000	0.000020
16000	0.000017
17000	0.000017
18000	0.000015
19000	0.000018
20000	0.000017
21000	0.000017
22000	0.000016
23000	0.000016
24000	0.000017
25000	0.000017
26000	0.000015
27000	0.000019
28000	0.000016
29000	0.000016
30000	0.000015
31000	0.000015
32000	0.000016
33000	0.000016
34000	0.000017
35000	0.000015
36000	0.000016
37000	0.000015
38000	0.000020
39000	0.000017
40000	0.000017
41000	0.000017
42000	0.000014
43000	0.000015
44000	0.000016
45000	0.000017
46000	0.000016
47000	0.000019
48000	0.000016
49000	0.000015
50000	0.000016
51000	0.000015
52000	0.000016
53000	0.000017
54000	0.000016
55000	0.000015
56000	0.000015
57000	0.000016
58000	0.000015
59000	0.000016
60000	0.000020
61000	0.000016
62000	0.000015
63000	0.000017
64000	0.000017
65000	0.000015
66000	0.000018
67000	0.000016
68000	0.000016
69000	0.000015
70000	0.000016
71000	0.000016
72000	0.000016
73000	0.000016
74000	0.000016
75000	0.000016
76000	0.000023
77000	0.000016
78000	0.000017
79000	0.000018
80000	0.000015
81000	0.000014
82000	0.000017
83000	0.000015
84000	0.000015
85000	0.000016
86000	0.000014
87000	0.000016
88000	0.000032
89000	0.000017
90000	0.000015
91000	0.000016
92000	0.000026
93000	0.000015
94000	0.000015
95000	0.000014
96000	0.000015
97000	0.000015
98000	0.000016
99000	0.000016
100000	0.000015
101000	0.000016
102000	0.000015
103000	0.000015
104000	0.000016
105000	0.000016
106000	0.000016
107000	0.000017
108000	0.000018
109000	0.000017
110000	0.000016
111000	0.000017
112000	0.000016
113000	0.000016
114000	0.000015
115000	0.000017
116000	0.000018
117000	0.000017
118000	0.000015
119000	0.000016
120000	0.000015
121000	0.000024
122000	0.000015
123000	0.000016
124000	0.000015
125000	0.000016
126000	0.000015
127000	0.000015
128000	0.000015
129000	0.000016
130000	0.000016
131000	0.000016
132000	0.000015
133000	0.000021
134000	0.000015
135000	0.000016
136000	0.000016
137000	0.000015
138000	0.000016
139000	0.000019
140000	0.000017
141000	0.000032
142000	0.000025
143000	0.000015
144000	0.000016
145000	0.000016
146000	0.000015
147000	0.000014
148000	0.000015
149000	0.000015
150000	0.000016
151000	0.000017
152000	0.000017
153000	0.000016
154000	0.000015
155000	0.000016
156000	0.000016
157000	0.000016
158000	0.000015
159000	0.000015
160000	0.000015
161000	0.000015
162000	0.000015
163000	0.000017
164000	0.000016
165000	0.000016
166000	0.000014
167000	0.000015
168000	0.000016
169000	0.000016
170000	0.000021
171000	0.000017
