naiv
1000	0.000012
2000	0.000011
3000	0.000013
4000	0.000012
5000	0.000014
6000	0.000012
7000	0.000023
8000	0.000017
9000	0.000018
10000	0.000023
11000	0.000023
12000	0.000021
13000	0.000035
14000	0.000026
15000	0.000023
16000	0.000023
17000	0.000024
18000	0.000021
19000	0.000022
20000	0.000024
21000	0.000022
22000	0.000024
23000	0.000023
24000	0.000024
25000	0.000025
26000	0.000024
27000	0.000023
28000	0.000024
29000	0.000032
30000	0.000024
31000	0.000024
32000	0.000024
33000	0.000024
34000	0.000026
35000	0.000021
36000	0.000024
37000	0.000037
38000	0.000023
39000	0.000023
40000	0.000026
41000	0.000023
42000	0.000034
43000	0.000024
44000	0.000026
45000	0.000024
46000	0.000022
47000	0.000024
48000	0.000025
49000	0.000025
50000	0.000024
51000	0.000024
52000	0.000024
53000	0.000024
54000	0.000023
55000	0.000023
56000	0.000026
57000	0.000023
58000	0.000024
59000	0.000023
60000	0.000023
61000	0.000022
62000	0.000033
63000	0.000022
64000	0.000023
65000	0.000023
66000	0.000024
67000	0.000023
68000	0.000025
69000	0.000025
70000	0.000025
71000	0.000023
72000	0.000023
73000	0.000024
74000	0.000023
75000	0.000024
76000	0.000023
77000	0.000023
78000	0.000023
79000	0.000025
80000	0.000038
81000	0.000024
82000	0.000024
83000	0.000024
84000	0.000025
85000	0.000025
86000	0.000024
87000	0.000023
88000	0.000024
89000	0.000025
90000	0.000035
91000	0.000024
92000	0.000023
93000	0.000023
94000	0.000021
95000	0.000037
96000	0.000024
97000	0.000036
98000	0.000036
99000	0.000023
100000	0.000031
101000	0.000024
102000	0.000025
103000	0.000024
104000	0.000026
105000	0.000033
106000	0.000023
107000	0.000025
108000	0.000023
109000	0.000022
110000	0.000024
111000	0.000023
112000	0.000021
113000	0.000024
114000	0.000024
115000	0.000023
116000	0.000024
117000	0.000025
118000	0.000024
119000	0.000025
120000	0.000023
121000	0.000024
122000	0.000037
123000	0.000027
124000	0.000039
125000	0.000025
126000	0.000037
127000	0.000026
128000	0.000024
129000	0.000024
130000	0.000027
131000	0.000025
132000	0.000024
133000	0.000023
134000	0.000040
135000	0.000022
136000	0.000025
137000	0.000023
138000	0.000023
139000	0.000024
140000	0.000024
141000	0.000023
142000	0.000042
143000	0.000023
144000	0.000026
145000	0.000024
146000	0.000024
147000	0.000025
148000	0.000023
149000	0.000025
150000	0.000025
151000	0.000024
152000	0.000024
153000	0.000023
154000	0.000070
155000	0.000024
156000	0.000025
157000	0.000025
158000	0.000023
159000	0.000039
160000	0.000025
161000	0.000024
162000	0.000025
